File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF975JSZ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR096LSN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/282890/'], '@type': ['Target', 'Item'], 'name': 'ZNF311-human', 'label': 'ZNF311', '@id': '/targets/ZNF311-human/', 'title': 'ZNF311 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '151b817d-4c26-4b53-83f3-0a3bb0e653a1', 'status': 'released'}				ZNF311-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF199KEJ/, /files/ENCFF336SYE/, /files/ENCFF419RSJ/, /files/ENCFF685LST/	46385	ENCODE Processing Pipeline	34e7ee56b65acf757f95913b45292689		https://www.encodeproject.org/files/ENCFF975JSZ/@@download/ENCFF975JSZ.bed.gz				released	s3://encode-public/2017/02/16/0c838093-4144-4a19-a543-8c2feb0e3416/ENCFF975JSZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/16/0c838093-4144-4a19-a543-8c2feb0e3416/ENCFF975JSZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, borderline replicate concordance, missing genetic modification characterization		
ENCFF827SZZ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EVD	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										ZNF263-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF178XQA/, /files/ENCFF956AHX/, /files/ENCFF419RSJ/, /files/ENCFF822NGK/	733978	ENCODE Processing Pipeline	9eb40391f182f86fe68d2321ae0969f0		https://www.encodeproject.org/files/ENCFF827SZZ/@@download/ENCFF827SZZ.bed.gz				released	s3://encode-public/2016/11/08/09066ba3-9921-4370-aa76-b27f419b589b/ENCFF827SZZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/08/09066ba3-9921-4370-aa76-b27f419b589b/ENCFF827SZZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read length, low read depth, mixed read lengths	insufficient read length	
ENCFF381VJM	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR502KPJ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-678'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/283933/'], '@type': ['Target', 'Item'], 'name': 'ZNF843-human', 'label': 'ZNF843', '@id': '/targets/ZNF843-human/', 'title': 'ZNF843 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '139cf44a-9850-4429-aafa-50594c906b09', 'status': 'released'}				ZNF843-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF219QGM/, /files/ENCFF096LUD/, /files/ENCFF419RSJ/, /files/ENCFF212PJW/	450470	ENCODE Processing Pipeline	69a2bc5d39e7fd4ed81de3da0bdebfbc		https://www.encodeproject.org/files/ENCFF381VJM/@@download/ENCFF381VJM.bed.gz				released	s3://encode-public/2016/12/16/f38b75f1-27d1-4e63-8065-a96732a614da/ENCFF381VJM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/f38b75f1-27d1-4e63-8065-a96732a614da/ENCFF381VJM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF123BYP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR727PIC	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1023'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/80778/'], '@type': ['Target', 'Item'], 'name': 'ZNF34-human', 'label': 'ZNF34', '@id': '/targets/ZNF34-human/', 'title': 'ZNF34 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '26c7739c-0fd8-406f-b544-bce0fb495ab5', 'status': 'released'}				ZNF34-human	DNA				formaldehyde		2017-03-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF169BQL/, /files/ENCFF999OAP/, /files/ENCFF419RSJ/, /files/ENCFF528WYW/	181686	ENCODE Processing Pipeline	4145accc238f84aba3f0bafe24e87fbd		https://www.encodeproject.org/files/ENCFF123BYP/@@download/ENCFF123BYP.bed.gz				released	s3://encode-public/2017/03/06/27cf531c-dd9f-43c7-aa18-aa5683d5e2f1/ENCFF123BYP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/27cf531c-dd9f-43c7-aa18-aa5683d5e2f1/ENCFF123BYP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, inconsistent platforms, missing genetic modification characterization, mild to moderate bottlenecking, moderate library complexity		
ENCFF836LWG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR274LVQ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/284309/'], '@type': ['Target', 'Item'], 'name': 'ZNF776-human', 'label': 'ZNF776', '@id': '/targets/ZNF776-human/', 'title': 'ZNF776 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d9656b3-22bd-4d8a-b844-e3d8950969e9', 'status': 'released'}				ZNF776-human	DNA				formaldehyde		2017-02-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF748BUO/, /files/ENCFF557WXE/, /files/ENCFF422SSN/	57099	ENCODE Processing Pipeline	73b92bdef0e03b91c0ef58f12e96cc66		https://www.encodeproject.org/files/ENCFF836LWG/@@download/ENCFF836LWG.bed.gz				released	s3://encode-public/2017/02/16/4c79bae6-725e-4776-9728-48ff2638cc20/ENCFF836LWG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/16/4c79bae6-725e-4776-9728-48ff2638cc20/ENCFF836LWG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF756AYX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR443MVV	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/11108/'], '@type': ['Target', 'Item'], 'name': 'PRDM4-human', 'label': 'PRDM4', '@id': '/targets/PRDM4-human/', 'title': 'PRDM4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1688c712-e019-41b0-a43f-2e2b3b6f76b5', 'status': 'released'}				PRDM4-human	DNA				formaldehyde		2017-02-10	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF419RSJ/, /files/ENCFF032GVQ/, /files/ENCFF313EWR/, /files/ENCFF544AVU/	398117	ENCODE Processing Pipeline	f0026d57a51b4b835da701493bc58be5		https://www.encodeproject.org/files/ENCFF756AYX/@@download/ENCFF756AYX.bed.gz				released	s3://encode-public/2017/02/08/67f65c7b-ba6d-44d1-8869-09e1a301d6eb/ENCFF756AYX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/08/67f65c7b-ba6d-44d1-8869-09e1a301d6eb/ENCFF756AYX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF138HMJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR098YLE	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1979'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/639/'], '@type': ['Target', 'Item'], 'name': 'PRDM1-human', 'label': 'PRDM1', '@id': '/targets/PRDM1-human/', 'title': 'PRDM1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0e8446e0-3f10-465f-9bd1-399193b1be02', 'status': 'released'}				PRDM1-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF970XCX/, /files/ENCFF418YGE/, /files/ENCFF419RSJ/, /files/ENCFF735VRI/	949815	ENCODE Processing Pipeline	b1c0499d25008f1025767f609f247099		https://www.encodeproject.org/files/ENCFF138HMJ/@@download/ENCFF138HMJ.bed.gz				released	s3://encode-public/2016/10/28/c3118993-17a5-4d35-8694-cdeb9486b3ba/ENCFF138HMJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/10/28/c3118993-17a5-4d35-8694-cdeb9486b3ba/ENCFF138HMJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF313DUS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR321MSF	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1285'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/49854/'], '@type': ['Target', 'Item'], 'name': 'ZBTB21-human', 'label': 'ZBTB21', '@id': '/targets/ZBTB21-human/', 'title': 'ZBTB21 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '05544a29-46ec-467b-987a-4677b876d11c', 'status': 'released'}				ZBTB21-human	DNA				formaldehyde		2017-03-07	ENCODE			450-650	4, 5	4_1, 5_1							/files/ENCFF733SFE/, /files/ENCFF419RSJ/, /files/ENCFF217DOH/, /files/ENCFF426IIZ/	361630	ENCODE Processing Pipeline	d53ac2a8b2006a28aa24b3bf588e0c0c		https://www.encodeproject.org/files/ENCFF313DUS/@@download/ENCFF313DUS.bed.gz				released	s3://encode-public/2017/02/09/f453f838-a16e-4e66-8c7d-21daa0054247/ENCFF313DUS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/09/f453f838-a16e-4e66-8c7d-21daa0054247/ENCFF313DUS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF684WPJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR363XBR	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/118738/'], '@type': ['Target', 'Item'], 'name': 'ZNF488-human', 'label': 'ZNF488', '@id': '/targets/ZNF488-human/', 'title': 'ZNF488 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5f0a94ed-cd6d-4fdf-9697-c29722e7a164', 'status': 'released'}				ZNF488-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF222CYK/, /files/ENCFF708QBV/, /files/ENCFF419RSJ/, /files/ENCFF040QBG/	68251	ENCODE Processing Pipeline	f142430b6161320354374e482a706239		https://www.encodeproject.org/files/ENCFF684WPJ/@@download/ENCFF684WPJ.bed.gz				released	s3://encode-public/2016/10/28/039bd410-92f9-4158-9bc2-4de0be0f8ce0/ENCFF684WPJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/10/28/039bd410-92f9-4158-9bc2-4de0be0f8ce0/ENCFF684WPJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF496RBJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR178QVJ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZNF274'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10782/'], '@type': ['Target', 'Item'], 'label': 'ZNF274', 'title': 'ZNF274 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e43cca6c-95fe-4165-a087-179c071ac748', 'schema_version': '14', 'name': 'ZNF274-human', '@id': '/targets/ZNF274-human/', 'status': 'released'}				ZNF274-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF364AFV/, /files/ENCFF419RSJ/, /files/ENCFF068OEC/, /files/ENCFF704WQY/	47727	ENCODE Processing Pipeline	a36c9d7f73d4f97cd285ac0182ae2df2		https://www.encodeproject.org/files/ENCFF496RBJ/@@download/ENCFF496RBJ.bed.gz				released	s3://encode-public/2016/12/16/b9b64d78-ee93-4e43-89b0-340e05010af0/ENCFF496RBJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/b9b64d78-ee93-4e43-89b0-340e05010af0/ENCFF496RBJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF029DNH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR497IAS	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1079'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/65988/'], '@type': ['Target', 'Item'], 'name': 'ZNF747-human', 'label': 'ZNF747', '@id': '/targets/ZNF747-human/', 'title': 'ZNF747 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '117f78c4-ca10-49f4-9547-39931a7562f0', 'status': 'released'}				ZNF747-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF934AUQ/, /files/ENCFF374AFB/, /files/ENCFF254WHC/, /files/ENCFF419RSJ/	30248	ENCODE Processing Pipeline	4c641a9abc56ca275b06e7d131b67bf0		https://www.encodeproject.org/files/ENCFF029DNH/@@download/ENCFF029DNH.bed.gz				released	s3://encode-public/2016/12/16/7ecc28c5-e92a-49aa-82d0-76378008a847/ENCFF029DNH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/7ecc28c5-e92a-49aa-82d0-76378008a847/ENCFF029DNH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF500ABD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR501NSC	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7741/'], '@type': ['Target', 'Item'], 'name': 'ZSCAN26-human', 'label': 'ZSCAN26', '@id': '/targets/ZSCAN26-human/', 'title': 'ZSCAN26 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '4f208d31-71d3-49b9-80f7-10a2c79bc46c', 'status': 'released'}				ZSCAN26-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF873WUY/, /files/ENCFF419RSJ/, /files/ENCFF437GUI/, /files/ENCFF654KJD/	51879	ENCODE Processing Pipeline	0ad26b74bd5b03f797bca28c250d6e72		https://www.encodeproject.org/files/ENCFF500ABD/@@download/ENCFF500ABD.bed.gz				released	s3://encode-public/2017/03/06/73679a49-f5c8-40d0-a1f5-99c1bf727a95/ENCFF500ABD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/73679a49-f5c8-40d0-a1f5-99c1bf727a95/ENCFF500ABD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF855XBY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR535DIA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84662/'], '@type': ['Target', 'Item'], 'name': 'GLIS2-human', 'label': 'GLIS2', '@id': '/targets/GLIS2-human/', 'title': 'GLIS2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '9a875c14-4adf-4537-81c1-979586658cd1', 'status': 'released'}				GLIS2-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF366EWW/, /files/ENCFF188JJH/, /files/ENCFF419RSJ/, /files/ENCFF376GCF/	741047	ENCODE Processing Pipeline	26af60cedecb898b23357b4f4f1b3fc2		https://www.encodeproject.org/files/ENCFF855XBY/@@download/ENCFF855XBY.bed.gz				released	s3://encode-public/2016/11/01/5a9cb873-d59a-40ea-841a-e6e9bc4f39b9/ENCFF855XBY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/5a9cb873-d59a-40ea-841a-e6e9bc4f39b9/ENCFF855XBY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF886YDF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR125DNC	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1000'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84124/'], '@type': ['Target', 'Item'], 'name': 'ZNF394-human', 'label': 'ZNF394', '@id': '/targets/ZNF394-human/', 'title': 'ZNF394 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '2508435a-70db-4b16-9628-c57a02c86676', 'status': 'released'}				ZNF394-human	DNA				formaldehyde		2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF091XXI/, /files/ENCFF419RSJ/, /files/ENCFF109KLD/, /files/ENCFF091HZZ/	588855	ENCODE Processing Pipeline	6130fc8b4ef717ddbdd04020ad9258e4		https://www.encodeproject.org/files/ENCFF886YDF/@@download/ENCFF886YDF.bed.gz				released	s3://encode-public/2016/10/28/ea7a0505-2679-46de-a7f0-79de79dbd731/ENCFF886YDF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/10/28/ea7a0505-2679-46de-a7f0-79de79dbd731/ENCFF886YDF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization, borderline replicate concordance, mild to moderate bottlenecking, moderate library complexity		
ENCFF498XCM	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR564YYW	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1570'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7712/'], '@type': ['Target', 'Item'], 'name': 'ZNF157-human', 'label': 'ZNF157', '@id': '/targets/ZNF157-human/', 'title': 'ZNF157 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'eb174200-12e7-439b-9bd9-5466584d6052', 'status': 'released'}				ZNF157-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF140ZSC/, /files/ENCFF785CRA/, /files/ENCFF419RSJ/, /files/ENCFF159MDQ/	77929	ENCODE Processing Pipeline	406d9d0dfc605fd38fb1598a418de960		https://www.encodeproject.org/files/ENCFF498XCM/@@download/ENCFF498XCM.bed.gz				released	s3://encode-public/2016/12/16/a5a457ce-8746-48d4-8c81-8602269da647/ENCFF498XCM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/a5a457ce-8746-48d4-8c81-8602269da647/ENCFF498XCM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF225VCG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR217HTK	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ATF2'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1386/'], '@type': ['Target', 'Item'], 'label': 'ATF2', 'title': 'ATF2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e604684f-88d4-4a80-945d-e836ddfb8220', 'schema_version': '14', 'name': 'ATF2-human', '@id': '/targets/ATF2-human/', 'status': 'released'}				ATF2-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF879XJO/, /files/ENCFF419RSJ/, /files/ENCFF246OOT/, /files/ENCFF986OZD/	545274	ENCODE Processing Pipeline	7fdb39154e30cf81733d2cec5183486c		https://www.encodeproject.org/files/ENCFF225VCG/@@download/ENCFF225VCG.bed.gz				released	s3://encode-public/2016/11/01/8bab983e-cb07-4fc4-ab16-d61e4e94818c/ENCFF225VCG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/8bab983e-cb07-4fc4-ab16-d61e4e94818c/ENCFF225VCG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, missing biosample characterization, missing genetic modification characterization		
