File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF212TKE	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1	1_1							/files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF736OSY/, /files/ENCFF383QIP/, /files/ENCFF654JHZ/, /files/ENCFF785BTW/, /files/ENCFF709TVD/, /files/ENCFF533HJT/, /files/ENCFF585IQN/, /files/ENCFF500XPF/, /files/ENCFF928CJD/, /files/ENCFF674CDT/, /files/ENCFF528DFI/, /files/ENCFF856XMU/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF489ERC/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF800IMV/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF847EHD/	1552218	ENCODE Processing Pipeline	bba57b3e2027c4ebf96bdad81cf1718a		https://www.encodeproject.org/files/ENCFF212TKE/@@download/ENCFF212TKE.bed.gz				released	s3://encode-public/2020/08/07/78f8cd4d-cc20-4479-b06a-f1270571943c/ENCFF212TKE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/78f8cd4d-cc20-4479-b06a-f1270571943c/ENCFF212TKE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF619WWN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1	1_1							/files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF383QIP/, /files/ENCFF736OSY/, /files/ENCFF654JHZ/, /files/ENCFF785BTW/, /files/ENCFF709TVD/, /files/ENCFF533HJT/, /files/ENCFF585IQN/, /files/ENCFF500XPF/, /files/ENCFF928CJD/, /files/ENCFF674CDT/, /files/ENCFF528DFI/, /files/ENCFF856XMU/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF489ERC/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF800IMV/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF356LFX/, /files/ENCFF847EHD/	19190	ENCODE Processing Pipeline	bdecc8271d293bcb8537d7a6da637056		https://www.encodeproject.org/files/ENCFF619WWN/@@download/ENCFF619WWN.bed.gz				released	s3://encode-public/2020/08/07/44d48963-7488-4989-93fc-9ab77b97ad7e/ENCFF619WWN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/44d48963-7488-4989-93fc-9ab77b97ad7e/ENCFF619WWN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF757UJS	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	2	2_1							/files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF383QIP/, /files/ENCFF736OSY/, /files/ENCFF654JHZ/, /files/ENCFF785BTW/, /files/ENCFF709TVD/, /files/ENCFF533HJT/, /files/ENCFF585IQN/, /files/ENCFF500XPF/, /files/ENCFF928CJD/, /files/ENCFF528DFI/, /files/ENCFF466BVP/, /files/ENCFF856XMU/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF489ERC/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF800IMV/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF847EHD/	1866862	ENCODE Processing Pipeline	d83e7002700518a6425e6ba0b0751ad8		https://www.encodeproject.org/files/ENCFF757UJS/@@download/ENCFF757UJS.bed.gz				released	s3://encode-public/2020/08/07/89cf2096-2284-4078-98dc-fc743916c732/ENCFF757UJS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/89cf2096-2284-4078-98dc-fc743916c732/ENCFF757UJS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF812HQV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	2	2_1							/files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF383QIP/, /files/ENCFF736OSY/, /files/ENCFF654JHZ/, /files/ENCFF785BTW/, /files/ENCFF709TVD/, /files/ENCFF533HJT/, /files/ENCFF585IQN/, /files/ENCFF500XPF/, /files/ENCFF928CJD/, /files/ENCFF528DFI/, /files/ENCFF466BVP/, /files/ENCFF856XMU/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF489ERC/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF800IMV/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF356LFX/, /files/ENCFF847EHD/	22446	ENCODE Processing Pipeline	52197a67754577ba29e4fd43f50f85b8		https://www.encodeproject.org/files/ENCFF812HQV/@@download/ENCFF812HQV.bed.gz				released	s3://encode-public/2020/08/07/c1fcfc07-9009-4f59-b770-31a55e3a18a5/ENCFF812HQV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/c1fcfc07-9009-4f59-b770-31a55e3a18a5/ENCFF812HQV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF673JCM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF383QIP/, /files/ENCFF736OSY/, /files/ENCFF654JHZ/, /files/ENCFF785BTW/, /files/ENCFF709TVD/, /files/ENCFF533HJT/, /files/ENCFF585IQN/, /files/ENCFF500XPF/, /files/ENCFF928CJD/, /files/ENCFF674CDT/, /files/ENCFF528DFI/, /files/ENCFF466BVP/, /files/ENCFF856XMU/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF489ERC/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF800IMV/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF356LFX/, /files/ENCFF847EHD/	23615	ENCODE Processing Pipeline	4ad00f66aa6f5b7479b917c1d5cac5a0		https://www.encodeproject.org/files/ENCFF673JCM/@@download/ENCFF673JCM.bed.gz				released	s3://encode-public/2020/08/07/08588e53-d3b3-4ed8-9fa4-588aa01f349b/ENCFF673JCM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/08588e53-d3b3-4ed8-9fa4-588aa01f349b/ENCFF673JCM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF057MAL	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF383QIP/, /files/ENCFF736OSY/, /files/ENCFF654JHZ/, /files/ENCFF785BTW/, /files/ENCFF709TVD/, /files/ENCFF533HJT/, /files/ENCFF585IQN/, /files/ENCFF500XPF/, /files/ENCFF928CJD/, /files/ENCFF674CDT/, /files/ENCFF528DFI/, /files/ENCFF466BVP/, /files/ENCFF856XMU/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF489ERC/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF800IMV/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF847EHD/	1820786	ENCODE Processing Pipeline	794514239eabdf40fc8f4efc57657874		https://www.encodeproject.org/files/ENCFF057MAL/@@download/ENCFF057MAL.bed.gz				released	s3://encode-public/2020/08/07/845d5881-d57f-4fc9-a507-6075cfd24d45/ENCFF057MAL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/845d5881-d57f-4fc9-a507-6075cfd24d45/ENCFF057MAL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF075HVM	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF383QIP/, /files/ENCFF736OSY/, /files/ENCFF654JHZ/, /files/ENCFF785BTW/, /files/ENCFF709TVD/, /files/ENCFF533HJT/, /files/ENCFF585IQN/, /files/ENCFF500XPF/, /files/ENCFF928CJD/, /files/ENCFF674CDT/, /files/ENCFF528DFI/, /files/ENCFF466BVP/, /files/ENCFF856XMU/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF489ERC/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF800IMV/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF847EHD/	1328571	ENCODE Processing Pipeline	deff7dfb237ee2cb511e09d17a57a0c4		https://www.encodeproject.org/files/ENCFF075HVM/@@download/ENCFF075HVM.bed.gz				released	s3://encode-public/2020/08/07/ab702778-f7fd-4695-a3eb-e5127acc8013/ENCFF075HVM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/ab702778-f7fd-4695-a3eb-e5127acc8013/ENCFF075HVM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF407HDY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF383QIP/, /files/ENCFF736OSY/, /files/ENCFF654JHZ/, /files/ENCFF785BTW/, /files/ENCFF709TVD/, /files/ENCFF533HJT/, /files/ENCFF585IQN/, /files/ENCFF500XPF/, /files/ENCFF928CJD/, /files/ENCFF674CDT/, /files/ENCFF528DFI/, /files/ENCFF466BVP/, /files/ENCFF856XMU/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF489ERC/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF800IMV/, /files/ENCFF065LBX/, /files/ENCFF949NGG/, /files/ENCFF356LFX/, /files/ENCFF847EHD/	7905	ENCODE Processing Pipeline	44cd6efc4171a76b2b0838c02d02f915		https://www.encodeproject.org/files/ENCFF407HDY/@@download/ENCFF407HDY.bed.gz				released	s3://encode-public/2020/08/07/097faadd-cde7-406b-8e4f-9b9b175b6d12/ENCFF407HDY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/097faadd-cde7-406b-8e4f-9b9b175b6d12/ENCFF407HDY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF035PXM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1	1_1							/files/ENCFF619WWN/	73494	ENCODE Processing Pipeline	7b34d76ce2cea293a1002a45475bed56		https://www.encodeproject.org/files/ENCFF035PXM/@@download/ENCFF035PXM.bigBed				released	s3://encode-public/2020/08/07/5d5b4a29-4a34-45fd-bdea-c0617abacdcf/ENCFF035PXM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/5d5b4a29-4a34-45fd-bdea-c0617abacdcf/ENCFF035PXM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF986UYM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	2	2_1							/files/ENCFF812HQV/	80386	ENCODE Processing Pipeline	f4402dcfcd3486472382b92de50061b6		https://www.encodeproject.org/files/ENCFF986UYM/@@download/ENCFF986UYM.bigBed				released	s3://encode-public/2020/08/07/34dc2269-56c9-4249-8c74-d947d276657f/ENCFF986UYM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/34dc2269-56c9-4249-8c74-d947d276657f/ENCFF986UYM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF436CTX	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF673JCM/	82400	ENCODE Processing Pipeline	fb28eef9380e77da443b5562b303f17a		https://www.encodeproject.org/files/ENCFF436CTX/@@download/ENCFF436CTX.bigBed				released	s3://encode-public/2020/08/07/f4f6f257-b1c7-424a-ad8e-9c8dcb02eae7/ENCFF436CTX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/f4f6f257-b1c7-424a-ad8e-9c8dcb02eae7/ENCFF436CTX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF932TUT	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF407HDY/	58935	ENCODE Processing Pipeline	e046c45a8049ed091a3ecf83a195b7da		https://www.encodeproject.org/files/ENCFF932TUT/@@download/ENCFF932TUT.bigBed				released	s3://encode-public/2020/08/07/bbe8c759-08f7-4d6e-bdfe-c207b42a9ec3/ENCFF932TUT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/bbe8c759-08f7-4d6e-bdfe-c207b42a9ec3/ENCFF932TUT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
